,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_scores,User_scores
4242,9593,LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0.0,0.01,0.13,77,7.5
4243,9594,Thor: God of Thunder,DS,2011,Action,Sega,0.09,0.03,0.0,0.01,0.13,64,7.3
4244,9602,Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.09,0.03,0.0,0.01,0.13,68,7.7
4245,9604,SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.13,53,6.3
4246,9613,Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13,57,4.4
4247,9614,X-Men: Next Dimension,GC,2002,Fighting,Activision,0.1,0.03,0.0,0.0,0.13,63,7.8
4248,9615,Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13,61,4.8
4249,9623,Burnout,XB,2002,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,75,6.5
4250,9626,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,36,5.9
4251,9633,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0.0,0.0,0.13,70,8.8
4252,9636,Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13,69,7.7
4253,9637,Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,83,7.4
4254,9641,Mega Man X Collection,GC,2006,Misc,Capcom,0.1,0.03,0.0,0.0,0.13,75,8.9
4255,9643,Dragon Ball: Origins,DS,2008,Action,Atari,0.09,0.03,0.0,0.01,0.13,78,7.8
4256,9645,Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13,70,7.4
4257,9646,Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,74,8.6
4258,9647,Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.13,53,7.0
4259,9648,Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.08,0.04,0.0,0.01,0.13,71,7.1
4260,9649,Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,62,tbd
4261,9651,Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,79,7.0
4262,9654,Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0.0,0.01,0.13,64,7.7
4263,9655,Supremacy MMA,PS3,2011,Fighting,505 Games,0.06,0.04,0.0,0.02,0.13,47,5.6
4264,9657,Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.13,80,7.8
4265,9659,Horse Life,DS,2007,Simulation,Game Life,0.09,0.02,0.0,0.01,0.13,68,tbd
4266,9660,Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0.0,0.0,0.12,75,tbd
4267,9663,Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.12,49,5.9
4268,9666,Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.07,0.04,0.0,0.01,0.12,50,5.6
4269,9672,NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,79,6.6
4270,9678,Sleeping Dogs,PC,2012,Action,Square Enix,0.06,0.05,0.0,0.02,0.12,80,8.2
4271,9679,Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12,67,8.6
4272,9680,Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,0.11,0.0,0.0,0.01,0.12,55,tbd
4273,9686,Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.11,0.0,0.0,0.01,0.12,28,5.6
4274,9687,Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,49,5.1
4275,9691,Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.12,0.0,0.0,0.01,0.12,53,8.3
4276,9696,Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,37,4.5
4277,9697,Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,59,3.6
4278,9702,Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.05,0.07,0.0,0.01,0.12,49,4.8
4279,9704,Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,79,7.8
4280,9708,Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12,49,6.4
4281,9713,Rocket League,XOne,2016,Sports,505 Games,0.03,0.09,0.0,0.01,0.12,87,8.0
4282,9716,Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01,0.12,59,7.3
4283,9721,Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,74,5.8
4284,9725,Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,78,7.0
4285,9728,Undead Knights,PSP,2009,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12,63,8.4
4286,9729,Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.0,0.05,0.06,0.01,0.12,86,8.3
4287,9730,Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0.0,0.0,0.12,70,7.2
4288,9732,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,77,8.5
4289,9733,The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12,51,4.6
4290,9737,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12,66,7.2
4291,9741,Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,66,6.3
4292,9745,Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59,5.3
4293,9754,Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,63,tbd
4294,9757,Red Faction II,XB,2003,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,74,5.6
4295,9760,Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,73,8.1
4296,9761,Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.06,0.0,0.02,0.12,50,4.3
4297,9765,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66,7.7
4298,9768,Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,60,7.4
4299,9772,Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,53,7.7
4300,9774,Zathura,PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,43,3.3
4301,9778,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12,68,7.1
4302,9780,Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12,58,5.8
4303,9787,Cel Damage,XB,2001,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,65,7.6
4304,9789,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75,8.4
4305,9790,SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,63,7.2
4306,9792,DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0.0,0.01,0.12,73,tbd
4307,9794,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12,70,7.7
4308,9795,Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,70,6.8
4309,9796,Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,71,8.2
4310,9797,Rush,PSP,2006,Racing,Midway Games,0.11,0.0,0.0,0.01,0.12,55,tbd
4311,9800,Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12,72,8.7
4312,9806,X2: Wolverine's Revenge,GC,2003,Platform,Activision,0.09,0.02,0.0,0.0,0.12,62,6.4
4313,9809,Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,57,tbd
4314,9815,Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74,8.4
4315,9818,NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12,57,7.5
4316,9826,Sega Soccer Slam,PS2,2002,Sports,Sega,0.06,0.05,0.0,0.02,0.12,66,tbd
4317,9830,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12,64,7.4
4318,9834,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,70,7.1
4319,9835,Mytran Wars,PSP,2009,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,68,8.4
4320,9836,MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0.0,0.0,0.01,0.12,61,tbd
4321,9843,MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0.0,0.01,0.12,70,tbd
4322,9844,Sonic Adventure 2,DC,2001,Platform,Sega,0.0,0.0,0.12,0.0,0.12,89,8.5
4323,9848,IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12,69,tbd
4324,9853,Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,65,6.2
4325,9854,nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,66,6.2
4326,9856,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,68,6.3
4327,9859,Rubik's World,DS,2008,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,66,tbd
4328,9860,Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,68,8.0
4329,9861,Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.12,68,3.8
4330,9865,NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69,7.1
4331,9866,Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,83,8.3
4332,9869,Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.05,0.02,0.02,0.12,56,3.4
4333,9876,Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.12,66,7.3
4334,9877,Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0.09,0.02,0.0,0.0,0.12,76,7.6
4335,9879,NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.12,90,6.0
4336,9880,7 Days to Die,PS4,2016,Action,Telltale Games,0.03,0.07,0.0,0.02,0.12,45,6.0
4337,9883,Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0.0,0.0,0.12,88,8.8
4338,9884,Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0.0,0.0,0.01,0.12,36,2.1
4339,9886,Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,36,6.0
4340,9893,Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,61,5.7
4341,9897,Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64,7.8
4342,9899,Cruis'n,Wii,2007,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,25,4.2
4343,9903,Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,59,tbd
4344,9904,Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12,75,6.9
4345,9907,Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45,6.5
4346,9908,Peggle: Dual Shot,DS,2009,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,84,7.9
4347,9916,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,0.09,0.03,0.0,0.0,0.12,43,tbd
4348,9917,Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0.02,0.0,0.01,0.12,75,8.4
4349,9926,Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.12,70,8.0
4350,9932,Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,74,7.7
4351,9933,Spider-Man: Edge of Time,3DS,2011,Action,Activision,0.08,0.03,0.0,0.01,0.12,50,6.1
4352,9936,Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,72,8.1
4353,9941,NFL Tour,PS3,2008,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.12,45,tbd
4354,9942,Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.12,71,7.7
4355,9943,CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12,45,7.3
4356,9947,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,73,7.8
4357,9948,Lost Horizon,PC,2010,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.12,77,7.5
4358,9951,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12,57,7.0
4359,9962,TMNT,PSP,2007,Action,Ubisoft,0.1,0.01,0.0,0.01,0.12,37,4.3
4360,9967,de Blob 2,DS,2011,Platform,THQ,0.09,0.02,0.0,0.01,0.12,75,8.3
4361,9968,Arctic Thunder,XB,2001,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12,57,6.7
4362,9970,Barnyard,GC,2006,Action,THQ,0.09,0.02,0.0,0.0,0.12,66,8.4
4363,9972,Darkspore,PC,2011,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65,6.0
4364,9974,Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66,7.8
4365,9976,Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.06,0.04,0.0,0.01,0.12,63,tbd
4366,9978,Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.12,82,7.3
4367,9985,Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12,45,5.4
4368,9988,NHL 2K3,XB,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.12,89,6.5
4369,9990,Die Hard: Vendetta,GC,2002,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12,54,7.0
4370,9992,F1 2002,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,81,6.4
4371,9994,FIFA Soccer,PSP,2005,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73,7.7
4372,9996,Sphinx and the Cursed Mummy,XB,2003,Action,THQ,0.09,0.02,0.0,0.0,0.12,79,8.6
4373,10002,A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,50,7.0
4374,10007,Stronghold,PC,2001,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,81,8.8
4375,10008,Warhammer: Battle March,X360,2008,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11,55,7.3
4376,10010,Dead Man's Hand,XB,2004,Shooter,Atari,0.09,0.02,0.0,0.0,0.11,62,6.9
4377,10011,Smash Cars,PS2,2003,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,67,7.5
4378,10012,NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11,68,8.2
4379,10015,Pac 'n Roll,DS,2005,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11,72,8.4
4380,10017,Mechanic Master,DS,2008,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11,76,tbd
4381,10021,ToeJam & Earl III: Mission to Earth,XB,2002,Action,Sega,0.09,0.02,0.0,0.0,0.11,71,6.9
4382,10022,Phantasy Star Collection,GBA,2002,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11,76,8.2
4383,10028,NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11,49,tbd
4384,10029,Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.11,74,7.3
4385,10031,Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.08,0.02,0.0,0.01,0.11,39,2.1
4386,10035,Army Men: Sarge's War,XB,2004,Shooter,Global Star,0.09,0.02,0.0,0.0,0.11,44,tbd
4387,10036,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.09,0.01,0.0,0.01,0.11,73,8.3
4388,10039,FIFA Street 2,GC,2006,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11,63,6.5
4389,10040,DiRT Rally,XOne,2016,Racing,Codemasters,0.03,0.08,0.0,0.01,0.11,86,8.0
4390,10043,Taito Legends,PS2,2005,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11,68,8.8
4391,10044,Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11,76,7.2
4392,10046,Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,55,5.4
4393,10048,FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11,77,7.7
4394,10050,NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,67,8.1
4395,10060,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11,74,4.4
4396,10061,"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.06,0.04,0.0,0.01,0.11,75,8.3
4397,10067,Cold Winter,PS2,2005,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,73,8.4
4398,10069,The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,0.11,0.0,0.0,0.01,0.11,65,tbd
4399,10071,Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,0.08,0.02,0.0,0.0,0.11,75,8.3
4400,10072,Batman: Dark Tomorrow,XB,2003,Action,Kemco,0.08,0.02,0.0,0.0,0.11,25,3.3
4401,10073,Ping Pals,DS,2004,Misc,THQ,0.1,0.0,0.0,0.01,0.11,28,3.9
4402,10075,MySims SkyHeroes,PS3,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11,62,4.3
4403,10076,Blood Drive,X360,2010,Racing,Activision,0.09,0.01,0.0,0.01,0.11,40,6.1
4404,10077,18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11,52,6.2
4405,10080,The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,63,5.0
4406,10081,Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11,71,8.0
4407,10085,Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53,4.7
4408,10086,Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,67,7.7
4409,10089,Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11,70,tbd
4410,10096,GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,58,7.4
4411,10097,JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0.0,0.02,0.11,41,4.6
4412,10098,Cake Mania,DS,2007,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,55,6.1
4413,10099,Cold Fear,PS2,2005,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,68,8.1
4414,10100,Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0.0,0.01,0.02,0.11,57,7.0
4415,10111,NHL Hitz 20-03,XB,2002,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,81,7.9
4416,10114,Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,73,7.3
4417,10115,Open Season,X360,2006,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,59,7.3
4418,10116,WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,62,tbd
4419,10117,Gun Metal,XB,2002,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,63,7.0
4420,10119,John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,0.09,0.02,0.0,0.01,0.11,58,4.0
4421,10122,BloodRayne,GC,2002,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,73,8.2
4422,10124,Metal Slug 4 & 5,PS2,2005,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11,71,7.9
4423,10125,Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,60,6.5
4424,10135,Home Run King,GC,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.11,66,7.5
4425,10138,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,51,5.7
4426,10139,Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69,7.7
4427,10142,MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,80,8.2
4428,10146,AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,66,7.0
4429,10152,Capcom vs. SNK 2 EO,GC,2002,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11,68,8.6
4430,10155,Spyborgs,Wii,2009,Action,Capcom,0.1,0.01,0.0,0.01,0.11,66,6.9
4431,10157,Contra Advance: The Alien Wars EX,GBA,2002,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11,70,7.8
4432,10162,Army Men: RTS,PS2,2002,Strategy,3DO,0.05,0.04,0.0,0.01,0.11,68,7.7
4433,10165,Space Chimps,X360,2008,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,57,5.3
4434,10166,The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,59,tbd
4435,10167,Project CARS,PC,2015,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11,83,7.2
4436,10169,Eragon,PSP,2006,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11,59,tbd
4437,10172,Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,77,8.1
4438,10173,ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0.0,0.0,0.11,88,7.5
4439,10176,Machinarium,PC,2009,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,85,8.7
4440,10186,DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,58,3.5
4441,10187,Project: Snowblind,XB,2005,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,79,7.0
4442,10191,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,0.08,0.02,0.0,0.0,0.11,76,7.3
4443,10197,Avatar: The Last Airbender,PSP,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,57,6.1
4444,10198,Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,62,8.0
4445,10200,FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.11,80,8.6
4446,10202,Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,67,8.3
4447,10208,EA Replay,PSP,2006,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.11,56,tbd
4448,10211,Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,79,7.8
4449,10213,Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11,63,8.3
4450,10215,The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,71,8.7
4451,10228,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11,59,6.3
4452,10229,BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82,7.4
4453,10230,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,50,7.1
4454,10232,Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60,6.0
4455,10240,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,62,7.4
4456,10241,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,48,4.1
4457,10245,Touch Detective 2 1/2,DS,2007,Adventure,505 Games,0.09,0.0,0.01,0.01,0.11,67,tbd
4458,10246,Alias,PS2,2004,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,64,7.7
4459,10248,Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,51,3.4
4460,10251,Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,71,8.2
4461,10252,Pimp My Ride,X360,2006,Racing,Activision,0.1,0.01,0.0,0.01,0.11,38,4.0
4462,10254,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,48,3.4
4463,10256,NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,65,8.8
4464,10257,X-Men: Next Dimension,XB,2002,Fighting,Activision,0.08,0.02,0.0,0.0,0.11,56,tbd
4465,10260,Terraria,PSV,2013,Action,Screenlife,0.0,0.01,0.09,0.0,0.11,85,8.0
